,userid,commentid,username,content,timeStr,likedcount,replycount
3,29292799,37125393,戏精队长,《一直很安静》的歌词本是方文山写给其女友的，方文山说有个女生喜欢他，可是他有女朋友，不可能同时交往，所以她一直都不说话，很安静地在一旁；而后结合电视剧《仙剑奇侠传》中女主角林月如对李逍遥的爱恰好也是这样，于是这首歌曲就用来当做该剧的插曲。[爱心],2015/9/21,12832,89
4,37653406,37282184,红鱼小阁,不知道是谁说过，仙剑一游戏刚出来的时候，他室友买了一套正版，最后林月如死了。他室友伤心欲绝，在寝室用了五天五夜修改了程序，让林月如活到最后。,2015/9/23,12122,108
0,118460545,270993090,Alynnlynn,你就去喜欢你喜欢的人吧我没事,2016/12/22,32800,128
1,117515395,286859574,從前回不到去的從前,有些异性不能拿来做恋人，却也舍不得给别人。,2017/1/13,30487,235
2,389674858,277901972,一见钟情吼吼,觉得配不上你，靠近你，才发现，你配不上我,2017/1/1,24106,110
3,284300380,271319536,MrJailBreaker,对一个人的冲动大概在15天左右，如果过了这个时间段还没有追到。那那份冲动就会减少甚至消失。对一个人的回忆大概在120天左右，如果过了这个时间段还是对那个人念念不忘。那么这个是你深爱过的人。,2016/12/23,18258,309
4,82326145,273742536,Hetalkeddefinitelyloveforcruel,我身体很好能扛米袋能扛煤气罐就是扛不住想你,2016/12/26,17458,48
0,125616515,136203683,一年半载后的十年八年,人家已经坐到海蝶唱片音乐总监难道还不成功吗，再说他不愿意进入娱乐圈，只是专心做音乐，所以爆光率不高…他一直给我的感觉就是低调内敛的一个人，我必须承认周杰伦是一个时代，但许嵩也是我的一段时光…,2016/3/31,123939,362
1,8919810,8262258,帐号已注销,听这首歌认识许嵩的，然后就喜欢上了。但是后来感觉他变了，不对，或许是我变了吧,2015/1/6,76814,210
2,123071426,61779678,理性天敌,当时和爸爸总是相对无言，有一天实在尴尬的不行就随口一说爸爸你听过玫瑰花的葬礼吗？爸爸居然说听过，可是却没有给我看他的播放列表，直到下午才给我看，玫瑰花的葬礼和一堆很老的歌放在一起，现在想起来，那个话很少的老男人大概是中午偷偷去下了那首歌吧…,2016/1/14,67915,196
3,284813273,584783938,帐号已注销,许嵩从一个医科大学学生，半路出家搞音乐，最后坐拥千万粉丝，百首金曲，坐上了海蝶音乐总监的位置，作为薛之谦的师哥，没有踏入娱乐八卦绯闻，数十年，洁身自爱。这不值得我们尊重么。[撇嘴],2017/10/13,51803,289
4,66947897,27658980,海拉鲁的风,并没有销声匿迹，如果你足够了解许嵩就知道了。而且他开始唱歌的时候就没有成为天王的意愿啊。至于谁说的他会超过杰伦我也不知道,2015/7/23,39598,185
0,18287919,5118553,我的名字叫爱马,好歌。再来一首老干妈豆腐脑菜就齐了?,2014/10/24,40649,488
1,61057567,15351678,妮妮仔melva,上海演唱会的时候，JJ说他爸一直让他快点结婚，然后全场一起喊结婚结婚，JJ问和谁结啊？场下说什么的都有，然后JJ说可是你们就是我的老婆们啊，老婆们想听我唱什么给你们听？然后就唱了这首豆浆油条，甜哭了[流泪],2015/4/16,29272,235
2,19173689,9901849,薛铕李,想起《北京遇上西雅图》里的一句台词：他也许不会带我去坐游艇吃法餐，但是他可以每天早晨都为我跑几条街去买我最爱吃的豆浆油条。他是世界上最好的男人，为了一个你爱的人生一个孩子，是女人这辈子最幸福的事情。[大笑],2015/2/2,18245,72
3,76732254,46133186,蔚蓝Oceans,当年觉得JJ简直像神一样。一会变木乃伊，一会变机器人，约的是美人鱼，使的是冻结术，住的是江南，每天吃的是豆浆油条，想的是进化论，思考的是人类一千年以后的命运。那几年我的膝盖就没直起来过，直到后来电视坏了。,2015/11/11,12371,39
4,56786077,13869206,举目无处是天涯,怎么说呢，如果要是先遇到跑两条街买豆浆的人，她说的就不一定是这个话了，别问我怎么知道的,2015/3/30,11840,58
0,80335330,721904032,Mariowyf,初中时，SHE是张海报，你在墙上，我在望；高中时，SHE是张专辑，你在歌里，我跟唱；大学时，SHE是段记忆，你在闪耀，我流浪；毕业后，SHE是张门票，你在台上，我盈眶；研究生，SHE是份信念，你在改变，我怀念；现如今，SHE是个情结，你陪我走过了青春最美好的时光，我满怀期待你们再次归来。,2018/3/1,225773,760
1,3417264,723188217,掌柜的你快递来了,Selina说，她是替她妹妹来圆梦才参加比赛的；Hebe说，妈妈不让打工赚钱才来参加比赛；Ella说，她本来想参加另一个比赛结果排错了队。就这样，她们三个误打误撞地组成了S.H.E，又误打误撞地闯进好多人的童年和青春。,2018/3/2,176541,320
2,371624994,1099654704,totette,还记得那天爸爸喝醉了，哭着对我说:曾经我也是个正直的人，但社会就是这样。,2018/4/28,74217,1148
3,513843851,1278139884,692公里,高三做的《必刷题》背面有一段文字让我泪目:高考，无非就是很多人同时做同一份卷子，然后决定去哪一座城市，最终发现，错的每一道题都是为了遇见对的人，而对的每一道题，是为了遇见更好的自己。仅以此言献给所有不甘平凡的高中同伴们，只要明天的太阳照常升起，我们永不放弃[星星],2018/10/21,50172,720
4,93625044,721697727,大大大大柴,犹记得高三那年在夕阳下奔跑的少年，脸上是那么的开心，那么的阳光。而如今已经工作一年，被生活的各方面的压力被迫无法实现自己的想法。不过，在2018.3.1，我决定去追寻自己的理想，因为四年前的你所追求的是我此生不变的信仰。请记住，你曾是少年，永远别放弃，拼搏是生活的调味剂！！！,2018/3/1,47363,213
0,389940247,589683232,沉默的麻雀_,PUMA给了你多少钱我回力出10倍,2017/10/19,251801,1284
1,1295468934,718777778,BluemingJojo,听前奏就怕他哎哎哎出个巴比龙来[大哭],2018/2/26,196304,1060
2,499346488,616000577,OddBoo,儿女情长什么的，真的很影响我行走江湖,2017/11/16,145853,232
3,439073421,647267960,iikiyo,你穿puma短裙的样子真好看但有一点可惜今天的风小了一点,2017/12/21,116112,197
4,624762588,1049759733,a颜值听歌,怎么我每次开口都是我是孙子你是爷？？？,2018/3/11,107365,1250
0,585067125,652855842,咕噜咕噜wwwwww,每个人都想找一个爱自己的可是谁也不想将就到最后还是想嫁给自己喜欢的人,2017/12/27,19289,0
1,597613667,675614266,啊瑜不Rock,“希望你不要再碰到像我这样的人敏感缺爱总是闹你经常瞎想老吵着你陪我总让你很累吧但又希望你碰到这样的人因为这样的人真的好爱好爱你啊”????,2018/1/18,16463,0
2,618044809,673409490,话藏_心,喜欢一个不可能在一起的人是什么感觉：进一步没资格退一步舍不得没有身份过问ta的生活吃个醋都是名不正言不顺,2018/1/15,9124,0
3,585067125,652866858,咕噜咕噜wwwwww,如果不想拥有就别轻易触碰?,2017/12/27,8518,0
4,452484384,695743900,柳亚子y,"""原来成年人的感情是不追问是不解释是心照不宣是突然走散是自然消减是一种冰冷的默契""???",2018/2/5,8041,0
0,5807720,5928599,一只瓶子__,副歌的惊艳程度如何？我把它写进我高三的一次作文里然后老师把这一句抄在了黑板上。,2014/11/17,133552,1650
1,72139956,48731267,时光淡人心,09年听这首歌，当时我们在网恋，15年又在听这首歌，不过我们中间躺着个可爱又磨人的小丫头[爱心],2015/11/23,70866,1612
2,17447222,4147239,Independencer,红雨瓢泼泛起了回忆怎么潜，你美目如当年，流转我心间，渡口边最后一面洒下了句点，与你若只如初见，何须感伤离别。,2014/9/5,69405,410
3,16137105,5522914,Koala_小呆,突然想听许嵩，于是坐着一首首的听。许嵩于我而言，是一种怀旧，那时的人、那时的事，现在想起依然历历在目，虽然不是回忆的全部，但却也构成了我的大部分生活。现在的我早已不习惯怀旧，因为我选择忘的太快。或许，对某些人而言，只是记忆罢了。也不知道今晚自己唧唧歪歪都说了些什么,2014/11/6,39992,232
4,55121576,48323347,看什么不如听什么,真的许嵩的歌词挽救了我多少作文,2015/11/21,28034,219
0,135616288,614051508,浅年之殇,毛哥的歌里面经常有酒啊，想起了明日之子第一次出厂那个傻傻的，一瓶白酒壮胆的毛哥[大哭][大哭]。巨星，你好啊,2017/11/14,45038,146
1,259086459,685925432,是非斋,愁肠已断无由醉。酒未到，先成泪。残灯明灭枕头欹，谙尽孤眠滋味。离愁渐行渐无穷，迢迢不断如春水。,2018/1/27,20537,58
2,266088971,614104695,谷歌之露,一直以来，选秀节目都是我很喜欢的，因为我从其中认识了很多的好歌手，从薛之谦、林宥嘉，李宇春、张靓颖、到陈楚生、张杰，再到毛不易……,2017/11/14,17604,178
3,319000613,614048847,帅CC的小蘑菇,草长处月碎大河蓝。垓下之战，十二月份，确实不是长草的季节，不过枯草亦是草，枯草重生亦是凄凉之美，躺在长着枯草的地方看月光撒在河面，去看图片更有画面感。也是映衬了凄美结局。,2017/11/14,10981,20
4,480248070,614216292,柒柒慧慧,有很多人说这首歌不大气，我是否认得，毛不易得妙处就在于即使是大气磅礴也是收着得，有一种运筹帷幄得大气在内，就像他强由他强，清风拂山岗，他横由他横，明月照大江。觉得毛老师也可以给诸葛亮写首歌，想必定是不错的。,2017/11/14,10494,65
0,435390854,547626556,oKbio,我大二，弟弟高一。今天爸妈不在家，刚刚弟弟带女朋友回来，给了我十块钱，让我去上网，现在在去网吧的路上，耳机里放着这首歌，告诉自己说，你是个男子汉你不能哭…,2017/9/5,31906,196
1,472751383,547569183,三观与五官贼正,赵英俊：夜深人静，如果一个纯爷们儿在你身边偷偷的泪眼婆娑，他要么是太爱你，要么是太累了。其实你不用说什么，翻个身抱住他就好，因为天一亮，它就会变得更强悍，然后去为了你，和这个世界战斗到底。[可爱],2017/9/5,13358,32
2,103613543,546431692,甜茶_Jtly,最怕的不是没有在一起，而是分开后，你不断后悔拼命地想回头。你看外面在下雨，它也在哭，我们回不去了,2017/9/4,8198,17
3,343403297,563569004,妈妈我爱你z,妈妈九月二十一日突然病逝，没有任何征兆。妈妈是典型的淳朴没读过书的勤劳一代农村人，都说是我们当地最苦的一个女人，街坊领居听到这个噩耗都不禁流泪。一直特别特别爱我的妈妈，祝福你在另一个世界一切都好，我知道你舍不得离开我，你一直都住在我的心里，永远五十四岁。太多的来不及，妈妈我爱你。,2017/9/22,7757,61
4,42875126,546434693,一夜小雨,如花美眷，也敌不过似水流年；心若磐石，也敌不过过眼云烟。哭给自己听，笑给别人看！,2017/9/4,4991,1
0,44238641,7355569,xxkl83,现在分手，总好过你不爱我一拖再拖,2014/12/20,39024,304
1,227461,5952213,落颉,杨明学JackyYang（1980年－2004年），台湾一位出色的词人，2004年因为肌肉软组织肿瘤，英年早逝，年仅24岁。他曾为许多重量级的歌手写过歌，孙燕姿的《我不难过》，《没有人的方向》，《休止符》，范纬琪的《不眠》，BAD的《我的错》，还有王菲的《旋木》，《旋木》MTV的男主角就是他，他拥有单薄的身,2014/11/18,22993,78
2,30477207,8214576,Czechory,为什么"终于你开口向我述说他有多温柔"是男他！他为什么要抛弃燕姿去搞基！！！！,2015/1/5,22059,191
3,71242612,62815124,我在土瓜湾唱情歌,高数21我不难过，难过的是班上倒数第二75,2016/1/18,15600,203
4,105877676,53307895,与你是我余生所有的哀乐,“每个故事都有三个版本，你的版本，我的版本和事实。”,2015/12/13,13148,35
0,377355684,314631991,星子呦,美丽的姑娘啊，希望你有个录音棚。,2017/2/21,33264,110
1,445994055,431024764,在下不才v,《圣经》说：别惊动我爱的人等他自己情愿,2017/6/7,24862,38
2,88828575,469655113,流放九月,所有悄无声息的离开都是蓄谋已久,2017/7/12,22879,134
3,309528768,432982695,司南小卷饼被谁占用了嘤嘤嘤,你没有如期归来，而这正是离别的意义。——北岛,2017/6/8,19788,15
4,261766898,446577430,-Cute-Girl-,下辈子做只猫白天你上班养我我在家晒太阳玩你领带踩你底裤晚上你抱着我睡觉你带回来的女朋友我把她们的脸全他妈抓花,2017/6/21,17426,38
0,30751686,6204500,明月凉,这个草莽出身的皇帝不喜奢华，逼宫夺位后便废弃了前朝敬帝所建的华美宫室，而每夜宿在帝宫内的九龙塔，死时亦盘膝在塔顶石室几案前的蒲团上，正对着壁上一幅画像。倘有历过前朝的宫女在，定会认出，那画上颜色无双的女子，正是前朝敬帝所封的最后一位贵妃。,2014/11/24,86917,314
1,30751686,6201564,明月凉,《倾尽天下》真正的文案，是周朝开国皇帝白炎、前朝敬帝与前朝最后一位贵妃朱砂的故事。,2014/11/24,66086,373
2,34727920,138080016,LYMem,血染江山的画，怎敌我社会主义现代化!!,2016/4/5,63554,569
3,41962055,10301055,kylincee,《倾尽天下乱世繁华》其实是作者沧海遗墨看了扣子根据这首歌做的腐向MV而脑洞出的BL同人文摘，文中内容有抄袭其他小说，且未获得原曲作者河图的授权。原曲内容其实讲的是南朝开国皇帝白炎、敬帝与贵妃朱砂的事。不是歧视同性恋，我曾经也是腐女，而是看不惯某些腐女本末倒置。,2015/2/8,41248,323
4,36419587,45961726,倒影与我相知,这首已经封神了，希望别再动它了。,2015/11/10,35025,126
0,283867669,1048556398,依旧在雨中等你,在花还开的明艳灿烂的时候，就不要错过花期。永远永远，都不要错过花期。.就像阳光透过树叶，照在你中意了许久的她的脸上。而你却鼓不起勇气上前，后与她擦肩而过。永远永远，都别要错过朝晖少年时。,2018/3/10,25202,38
1,66245074,1048556875,豆花小包子,乍见心欢小别思恋久处仍怦然而你似乎已淡然,2018/3/10,17799,20
2,35354859,1048700202,亲爱的猫哭,朝晖甚美，山河甚美。我还肯爱这山河，只是因为她还热切地爱着河山啊。,2018/3/10,10308,30
3,384373317,1048593287,咬口奶油,“突然明白这世上所有丹青水墨山遥水阔都是为了铺垫你这人间绝色”???,2018/3/10,3855,6
4,551446018,1048650720,杀了她杀了我,最美的事不过是时间地点人物风景刚刚好更美的是里面都有你,2018/3/10,3245,2
0,58558558,666391578,红鼻子小黑,重庆是个随便走进一家小店都很美味的城市我很喜欢的,2018/1/8,29695,258
1,261217904,666395376,拓海叔叔,你说愿意我说可以等我们老了以后就定居在重庆[晕],2018/1/8,28270,52
2,3375937,667898929,房东的猫房东的猫,《等我们老了，就定居在重庆》可以听啦，唱了快一年的现场，让大家久等了。等你们老了，想定居在哪里呢？（这首歌由神秘吉他手少年佩演唱～,2018/1/10,23648,771
3,39313864,666396589,张日火,你以后别离开重庆了吧这里有鸭肠、毛肚、脑花、牛肝、鳝段、黄喉、腰片、老肉片还有我[哀伤],2018/1/9,19832,90
4,288199501,666382815,虎牙妹子lI,走心的歌.唱给最爱的人听.这就是幸福的样子[爱心],2018/1/8,9579,2
0,29266974,5672283,Doraadream,特别喜欢李克勤的版本，清幽如月光,2014/11/11,20831,82
1,17488721,45331804,Dancing-With-The-Wind,网易云音乐有一点不好→_→就是当你喜欢一首备胎之歌然后第二天会给你推荐20首备胎之歌[大哭],2015/11/7,20366,48
2,20430972,5000283,上尉vs教官,这歌竟然让我女儿睡着了，嘿嘿,2014/10/19,12501,61
3,81527180,132694367,发大财888,影音以在沙绵夜猛听边僧嗖影音听干小忒肯如央是树灾挑豆威何只省亚弯韵楼在鳄的听轰这慢夜木有们别因在岁吻够缩巴逗洗皆喉从没意胃呦分手但我的僧微分伟何影音为她精油他赤这云笛影音是吧嗨喉忒肯东走东走啧名誉博医圣凑莫的king挂莫的刻忙进击以后,2016/3/22,8560,63
4,7978174,6733871,端木瑚琏,河合奈保子《ハーフムーン·セレナーデ》,2014/12/6,5133,6
0,123085397,131682184,距离-1997,真的很希望网易能够拿到李宗盛歌的版权[流泪],2016/3/20,94846,372
1,6519884,141856913,妈妈叫我顺意,有两种悲伤。一种是碌碌无为活到老的空悲切，另一种是一路奋斗走来，人到中年侥幸有点成就，回首却发觉女神已嫁人，大部分朋友被你甩在身后断了联系，长辈也渐渐不在。越过山丘的喜悦无人分享，也是另一种悲伤。,2016/4/15,58244,292
2,121138905,148713072,你的眼眸中有一個宇宙,年少莫听李宗盛，听懂已是不惑年。,2016/5/2,46017,235
3,103539094,133612474,辉仔zzzz,网易很快就会有版权了对不对[爱心],2016/3/24,30471,1448
4,2590488,153356921,崔乙己,110cm高的世界很小，有公主和南瓜马车，还有满天繁星。155cm高的世界很忙，有初恋和荷尔蒙，还有改造世界的冲动。183cm高的世界很空，有高楼没有存款，有异性没有爱情，有万卷书没有使命。,2016/5/12,28682,248
0,355491181,615477268,赵大雄_,我只知道老薛做音乐从心，不从众。我愿与你在无知世界漂泊探索,2017/11/16,100559,54
1,86754796,615493438,努力版里子,其实我们每个都是一只骆驼，为了寻找那片沙漠，在途中我们蓄积驼峰里面仅有的一点点水，不断前进，不断迷路，又不断前进，找到了自由也就找到了沙漠。,2017/11/16,70432,115
2,250906792,615479277,丿够钟丶,不能相濡以沫，那就相忘于江湖吧…,2017/11/16,52656,75
3,365345853,615514558,好想爱这个世界啊Zzzz,在这个时代根本就没有怀才不遇这个世界上的自媒体已经足够承载任何一种形式的才华我非常希望所有人来监督我因为如果有一天我对音乐不真诚了我会选择自己滚蛋我会选择自己再一次过气但是我绝对不会给你们这个机会大家好我是薛之谦我的心愿是世界和平以上，与君共勉。??,2017/11/16,43820,131
4,124005960,615584012,Baritone_Lead,我像骆驼穿过沙漠孤单寂寞是不是穿过沙漠就可以看见云朵.,2017/11/16,37463,12
0,279267458,303920566,谈姝,我们的默契就是明明准备睡了，就点进了网易云，收到了你的私信,2017/2/8,32915,27
1,291801869,304946545,想跟阿七去看海,听这首歌想到了很多啊，联系越来越少的同学，最后竟形同陌路，或者当年有说有笑，认为彼此是最好的朋友，也减少了联系，似乎是一种默契？两人谁也不主动，好像对方不重要，顺其自然。陌生是彼此的默契，两人原本是相交的两根线，却逐渐成为了平行线，距离恒定，却再也不会有交集了。,2017/2/9,20468,37
2,326348357,305270870,我人超好的呢,看评论会让我感觉自己的文化素质好低，我只会评论：尼玛，卧槽，真好听！,2017/2/9,18032,57
3,258896506,303855797,省略的晚安,我和你的默契大概是有些事即使你不解释我也相信你[爱心],2017/2/7,14422,15
4,311961806,303931143,想好措辞,这种默契心酸到让人不敢相信,2017/2/7,10185,8
0,53768806,46258864,Somnus_Red,大家好，路转粉[大笑],2015/11/12,25955,49
1,95400051,46695552,seonlee,刘惜君最近的作品令人刮目相看,2015/11/13,18471,144
2,9017075,46115790,z大饼哥,《光》——孤独的力量。不同寻常的励志作品。编曲不断往上攀升的层次感，与歌词经历苦涩再次找到心中的那一道光的概念完美契合，惜君赤裸裸的把这一段沉潜蛰伏的心路历程，一字一句化为音符，是对经历低潮的自我洗礼，也想分享给所有在低潮中的朋友，「让自己成为一道光，温暖自己，也给别人力量」。,2015/11/11,16285,28
3,67885276,46679503,麻袋要面朝大海,这才是光的原曲的正确打开方式[大笑],2015/11/13,8702,21
4,45314094,46258962,克儒的老大是Leeyoungho,安慰再多还是要独自品尝疼痛禁止任何人领养[惊恐][惊恐][惊恐]超赞的歌词,2015/11/12,8224,7
0,419562345,646858630,基围虾的海洋,原来两个人肩并肩坐在一起也会走散,2017/12/20,39388,37
1,269964178,656444143,再近一點-Sarah3,化好妆裹上大衣围好围巾出门点一杯热奶茶买了两张《前任3:再见前任》的电影票在电影院最角落人特别多有说有笑的我的头尽量的靠在旁边的空椅上知道所有人都走了我对着旁边的空位置说了声我爱你起身走人外面下着小雨这个冬天有点冷啊我和你之间又错过一个冬天,2017/12/31,29130,49
2,510240342,646346688,大梨纸爱小姐姐,哇~同名主题曲，真的好听哟~前任嘛？忘了就忘了哟~~提莫，要加油哦~！希望在更多的电影里，听到你演唱的主题曲！,2017/12/20,15175,4
3,498336304,661076920,只在凌晨两点半,我男朋友昨天看完前任3去找她的前任了，现在我成了前任，想问一下前任4什么时候出，我等他回来。,2018/1/4,13305,70
4,440849202,656502064,大大大大浩子丶,我不知道有谁真的带了前女友去了，反正我带着去了，最后发现我放不开的并不是她，而是我三年点点滴滴，忘不掉也都是借口，分开两年了，再次见面我依旧逗比的对着她，请她吃东西，逛街，看这电影的时候前半段在笑后半段我一直在抹眼泪，怕她看到，我只知道我们不可能回去，因为我不能违心,2017/12/31,10512,15
0,62099278,30739249,-南柯一梦-,爷爷和奶奶一看到依晨出现在电视上就会说，这不是小七吗[大哭]然后看到胡歌就会叫地瓜。虽然现在爷爷不在了，奶奶还是会这样说。,2015/8/12,57357,260
1,843475,7789527,Maykkk,依晨其实一点都不湘琴，更又青一点吧，但是只有你的湘琴才是直树的湘琴，如今你嫁人了，我们再看湘琴的时候，也许会有一点感慨…当然还是大大的祝福你,2014/12/28,36143,90
2,13945580,57358666,麻朵姑娘,“她似乎不怎么明白，我有多爱她”。,2015/12/29,26499,43
3,63190492,38376641,被消耗的酒,前几天逛微博看到她转发小综的微博关于“恶吻开播十周年十年前你们在做什么”，她说“在追一个很难追的帅哥啊”看到这个简直百感交集[哀伤],2015/9/30,21033,57
4,75043518,155217668,读书人怎么说都是对的,一吻定情（恶作剧之吻）的原型是多田熏和西川茂夫妇，1996年版的监制是多田熏，琴子很笨直树很冷。2013年版的监制是西川茂，琴子很萌直树很温暖。那时多田熏已故。“我当监制的原因，是即便多年，还能和你名字排在一起；还想告诉你，在你那样努力喜欢我时，我也在慢慢喜欢你。”,2016/5/16,18605,68
0,135286084,668111281,卡西比,恭喜王菲2018年工作已完成，期待2019年。,2018/1/10,53679,195
1,449234130,668365373,鱼蛋粗面唔该,一个可以连续多年把电影主题曲唱成冠单的歌手,2018/1/11,37680,40
2,312837996,668386386,唐树虞,胡说，什么新歌，就是想发自拍了,2018/1/11,31408,13
3,487563560,674486366,Innovation____,吴岭澜的灵魂转向，沈光耀的向死而生，陈鹏和王敏佳渺小而又伟大的爱情，张果果在残酷商场上温暖的人性。《无问西东》是时光与生命的碰撞，是时代与人物的交融，四个风云变幻的时代是正题，四组不同的人物是反题，在正反题的“对峙”下，完成了一个合题，这个合题是勇气与无畏，是立德立言，无问西东,2018/1/17,22030,28
4,279144730,668432705,櫻鳩咲甜,西边是山东边为海从不知道该往哪个方向前进也未解答是否真的有东边日出西边雨的景色可是管他满路泥泞还是铺满荆棘就青涩的充当一次英雄走吧别回头,2018/1/11,15018,2
0,509717522,638875233,帐号已注销,当你面对一个两难的抉择，抛硬币是最好的办法，并不是它总能给你想要的答案，而是当你把它抛向空中的那一刻，你已经知道，你想要的是什么,2017/12/11,13349,14
1,528808025,650495935,最佳宣气,原著粉刚刚看完解忧杂货店，本土化的改编做得挺好的，也触动我了，几个演员的素养出乎意料，真的是值得推荐。2018，带着温度和赤诚，去燃烧吧。,2017/12/24,10294,7
2,110038892,638812260,ZGF丶,心，一旦离开了，就再不会回来。—东野圭吾《解忧杂货店》zzz,2017/12/11,8669,7
3,355838182,650788899,HeikXiu,在电影院里听这首歌，觉得太符合电影了，那个小城的音乐人，到底他离开闯荡是对的还是留下是对的呢，我不得而知，我只知道他应该是无悔的，我也太心疼他的父亲，那个支持他梦想的父亲，说没闯出来就别回家的父亲,2017/12/24,6983,1
4,101990300,656795758,Detachment丶_,今天我和我爱的女孩子去看《解忧杂货店》，今天我最开心的一天，我们也玩儿的很开心，她说《她现在不想谈恋爱，因为未来的事情谁也说不准，不想再次失望》。我们两现在都没毕业，我愿意等她几年都可以。你们愿意给我足够等她的能耐心一个赞吗！,2017/12/31,6144,30
0,33154507,8582381,Magic丶瞳,犹记当年三五成群，于学校的各角落以地为席，就地而坐，便是开了一局三国杀。如今尘满面，嗟叹社会之艰,2015/1/11,58734,532
1,48106027,21403701,南亚--小王子,坐在办公室。听着听着，眼泪听出来了。。。。搞不懂。。老夫搞不懂,2015/6/9,30916,261
2,74936413,71604295,赫涟漪,“爸爸爸爸，他们放的是什么歌？”“是青春。”,2016/2/18,24936,210
3,30620390,36706223,处女座天下第一好,诺基亚的年代，一堆人上课蓝牙三国杀。,2015/9/19,17272,105
4,33437134,5466584,萌泷,如今我已剑指天涯，却只想为你抚琴，从此无牵挂。,2014/11/4,13110,30
0,33494239,6453927,我的名字十二字不信你数数,嘲笑别人听非主流自己却在别人不知道的时候悄悄听...90后的回忆,2014/11/29,167148,1902
1,50414840,44071637,抖音毛智彬,[可爱]现在听星弟啊、乔洋啊、许嵩啊、汪苏泷啊、徐良啊这些网络歌手，我不会觉得非主流，不会觉得音乐质量，而是会带着微笑静静的聆听，听得不再是曲调曲词，而是当年那种感觉。总会想起那时的点点滴滴，那时的幼稚无知，手机里没什么高冷的歌只有这些非主流名曲。但那都是我逝去的青春啊！,2015/11/1,87733,637
2,37721236,41466117,机智的土鸡蛋,徐良和小凌已经交往一年多了，徐良是一个高中生，人很帅，衣著时尚，受许多女孩的青睐，在老师眼里他就是一个不良少年，打架抽烟汹酒都会。小凌是一个很纯洁可爱女孩子，学习很好，在一次偶然中，徐良为了保护自己而跟别人打架，因此便喜欢上了他。TMD空间里曾经转的一篇文章，我选择死亡[生病],2015/10/18,78126,1305
3,106171095,63463428,子望慕贤,汪苏泷+许嵩+徐良=青春,2016/1/20,49912,711
4,33652745,10897972,Insc,改用网易后我就明显感觉自己成熟了不少,2015/2/16,33035,192
0,58306134,13789387,打得一手好喷嚏,她是我的初中同桌，大学都在南京，又重新联系上，联系不算多，有什么开心不开心的都喜欢跟她分享一下，去年当我们这一届的同学们都毕业开始工作时她因患淋巴癌走了。送她最后一程时她妈说她说过我是她最好的朋友，她一直用这首彩虹天堂做手机彩铃，你在天堂过得好吗？,2015/3/29,24900,90
1,40383923,138789403,弦琊,大家都说我的性子很慢，其实我也可以很快?比如，后面有狗追我?或者，你在前面等我,2016/4/7,17665,116
2,31237551,145137372,入你怀中,想到某天看到的一个小段子——小时候一哭妈妈就说“再哭就让警察叔叔把你带走！”后来真的交往了一个警察，在一起六年家里闹了六年，种种原因还是和他分开了。他结婚那天，我呆呆坐在家门口，回头问妈妈，“妈妈，我现在哭，警察叔叔会把我带走吗？”妈妈听完眼泪止不住地流下来。,2016/4/23,9415,73
3,56480105,151179419,_kanon,跟同桌用他的mp3听了半学期，8年后的现在，他是我姐夫。。。,2016/5/7,7392,107
4,100936927,263099511,Xao涛1995,还记得，学生时代喜欢一个人，连作业本放在一起都会觉得幸福。,2016/12/10,7001,64
0,105699164,143192536,南山南_______,小时候刮奖刮出“谢”字还不扔，非要把“谢谢惠顾”都刮的干干净净才舍得放手，和后来太多的事一模一样。,2016/4/18,110092,576
1,95924329,130575380,小甜贾,他不爱我才舍得暧昧才舍得忽冷忽热,2016/3/17,64057,289
2,136549818,149414274,元气少女谢广坤_,他可能真的有点喜欢你，可也不耽误他喜欢别人啊,2016/5/3,56705,163
3,248265349,144631174,你家鼎哥,都在为紫霞和至尊宝的爱情叹息，可是白晶晶呢？,2016/4/22,37422,121
4,57153622,175225775,pittleee,你低三下四求别人爱你的样子，连你自己都讨厌，又怎能让别人喜欢,2016/6/28,37031,198
0,47346582,8667224,年岁流水,到现在我遇见的女生也蛮多，你还是唯一一个能让我见面就手足无措，紧张的说不出话的女生，高一的初次见面，到后来文理分班之后的慢慢以及偷偷的喜欢，元旦你第一次主动发短信给我虽然只是短短一句话的新年快乐，也让我在被窝里偷偷笑了十来分钟，下床走路都是用蹦跳的，喜欢也是一件炒鸡棒的事情呢林莎,2015/1/13,220543,1715
1,58731767,59143852,北堂旋律,“黑板上排列组合你舍得解开吗？”“我解的开吗？”,2016/1/5,159184,1657
2,60881905,39192652,落长锁,刚参加完青梅竹马的婚礼，今天的她好漂亮，看见礼堂里的她笑得很甜，才觉得电影里说的一点都没错，当你很爱一个人的时候，不会嫉妒，只会默默祝福。谢谢你陪了我十几年，这些年生命里有你陪伴很快乐，以后有人照顾你了，希望你别出现在我梦里了。,2015/10/5,157800,771
3,91873495,49157358,我们终于结婚啦,2007年9月1高三开学，理科分班，我们同窗同桌，2007年12月27我们在一起初恋家长知道学校施压开始苦中作乐的恋爱。高考失利你去西安读书我复读大学四年我武汉你西安。研究生三年你上海我武汉'8年相恋有7年是厚厚火车票寄托的相思和坚持，又是一年寒冬，飘雪爱你如初，我心未变，爱你,2015/11/25,101208,1449
4,59731419,46696960,凝若繁星,今天要订婚了[开心]老婆是我初中同学,2015/11/14,92686,1749
