,userid,commentid,username,content,timeStr,likedcount,replycount
4,366905382,1603343606,阜莘情,就刚才凌晨我跟人枪战了，前面车里放着<千里行走>跟我biabiabia，我车里放着<说书人>跟他biabiabia。前面车非得说我放的歌儿好听，我不服啊！我说你放的歌儿更好听，介似打得惊天动地的。,2019/8/21,6603,126
0,60773182,1369752055,周佳顺JSore,你站在桥上看风景，看风景的人在楼上看你。明月装饰了你的窗子，你装饰了别人的梦。——卞之琳,2019/1/27,50508,412
1,60773182,1369759748,周佳顺JSore,人生苦短，要和喜欢的人在一起哦。,2019/1/27,43503,1137
2,1359212421,1405823562,Kiko11y,女孩子很容易被感动，喜欢的人说一句稍微宠溺一点的话，就开心的想把脸埋进被子里闷闷的笑出声，笑完又觉得丢脸，明明一大把年纪了，还像个没爱过人的小孩子。所以啊，一定要找一个让你少女心爆棚的人，而不是让你成为怨妇的人。???,2019/2/28,35074,481
3,316939674,1416081679,困难不倒我,不确定遇见你是不是花光了我所有运气但是如果可能的话我真的想和你在一起,2019/3/10,13613,59
4,264985962,1399458591,CaoYu3n,耳机在耳朵里手机连着充电宝一个人在漆黑的房间里看着屏幕就像一个病危的人拔下一根线就会死去,2019/2/21,12943,142
0,420797719,388332651,爱情是奢侈品我消受不起,网易云爸爸你付费都可以，就是不能下架,2017/5/21,44233,103
1,338363170,425486289,#NAME?,多年以后，水果店的老板娘已满头银丝，玫瑰的杂货店在野无人问津，安河桥拆了又拆，万物生长的初春，鸽子再也没有回来，浪迹天涯斑马终究倒在路上，当年的梦遗少年被平淡日子里的刺淹没在茫茫人海中。那些关于狗鈤的青春和南山南下孤岛的鸟被人们遗忘在风里，唯有从前的我还怀念着那天的晴朗阳光。,2017/6/1,24344,374
2,19731308,10273249,茶七七,他是北方人，我在南方。所以一切有关北方的歌，都与他有关。能不能带我回你的北方的家呢。,2015/2/7,21403,166
3,19060242,11406055,南加州不下雨,女流氓也可以温柔的。,2015/2/25,11762,25
4,30518026,21082618,卡夫卡1014,我是内蒙的一位考生也是一位孤独的鬼高考加油花粥等着我,2015/6/6,9172,97
0,29783170,4343048,Nazo-S,国产良心作啊！！！第二季苦等不来！！[生气],2014/9/17,137228,2742
1,35594639,5210630,刀刀_,说好了的吧，十年之约继续等，所以，给我高高飞起来吧！星游记！,2014/10/27,88032,762
2,55983395,17689241,潇肆的谎言,真正的中国动画，动漫就是像这样有内涵，韵味，热血等，不管怎样我大天朝的动漫动画都有着一种深深吸引着我天朝人民的魅力。可以说我看了中国很多动画，日本很多动画动漫，但是却只有星游记让我如此铭记，从开播到现在四年了每次一看到星游记一听到主题曲都有一股热泪在眼睛里打转,2015/5/9,70061,1171
3,28499421,27481451,sail_on_rain,2015年3月19日官方微博复活，并于4月1日宣布星游记第二季正式重启。第二季的预告片将会在2015年7月月底面世，在预告片推出之后半年内公映星游记第二季。各位星迷敬请期待...今天七月二十二日，等着你啊星游记第二季的预告片。,2015/7/22,39695,2594
4,124398835,66951338,xiaohejianjian,1.“不可能”这三个字，你说的太多了！——哈雷2.如果傻瓜才能坚持梦想，那就叫我大傻瓜吧！——麦当3.王冠会让戴上它的人高人一头，是地位的象征。但王冠真正的意义是：当灾难从天而降时，我会为你们抵挡一切，永远让你们只看到金色的希望。——约士亚,2016/2/1,31897,235
0,135912165,1669669420,是阿冗的冗,我在这等大家好久了[爱心]希望大家都能找到自己心中的答案。,2019/11/1,452305,5555
1,1794025024,1669702040,少烦姐,“真正想给你的从来都不会问你要不要”,2019/11/1,348348,5042
2,287742806,1670671507,_最近胖了没有,“问你想不想要的时候最好说不要”,2019/11/2,221670,2627
3,364932625,1669887690,鱼刺猪,沉默就是答案闪躲就是答案不再主动就是答案你早该明白了,2019/11/1,190608,2517
4,326784902,1676549332,很多很多故事,万般皆苦，唯有自渡。,2019/11/9,142532,1004
0,418896394,1269704292,Rabbitlmd,很遗憾吧那么喜欢连张合影都没有,2018/10/11,23946,754
1,539135803,1191234687,帐号已注销,仿佛看到一个超酷的短发女生，画着很酷的黑眼线，顶着男孩子一样的头型。摸着手上满满的纹身，对着已经分手的男友吐出一口烟，装作不在情绪的样子随意问了一句有没有爱过我。其实内心早就已经崩溃到不行了，这首歌用很平淡甚至在我觉得是慵懒的声音语气唱出来，我却感觉到了无比的难过。好吧是我想太多,2018/7/25,16621,139
2,491914476,1342369325,美女在这z,没删除不聊天没交集,2018/12/30,12380,209
3,1501810256,1368706880,来抱一下吗,女娲当初捏女孩子的时候应该把心捏的坚固一点的,2019/1/26,12356,96
4,1458517578,1425538644,七元元吖,我来啦！！！！推荐一首好听的民谣周三的情书，大半夜自己把自己唱哭了[流泪]分享在我的动态了，希望你们喜欢[憨笑],2019/3/20,11706,131
0,40248244,10033478,若舟,年纪一大把我居然听许嵩听得这么开心,2015/2/4,85975,531
1,57599305,13383231,旧嵦,你若化成风，我成华晨宇[呲牙][呲牙],2015/3/24,71366,846
2,49611964,10098772,时常听歌的青年人,想当年……一边听这歌一边打地下城……,2015/2/5,41732,894
3,96659038,132575149,可惜我系巨蟹座,徐良，汪苏泷，小贱，阿悄，许嵩。??致我们终将逝去的青春??,2016/3/22,36116,696
4,66668453,29496880,圣Jasper,这段歌词没有哦(′-ω-`)：你千万不要装酷，呆的像大脑短路，我不收你的礼物，只想收一点点幸福，请领悟，请拿出速度奉我为公主，别磨蹭的像胖叔叔，有压力也要顶住，坚持自己的道路，真心去付出随时准备自我颠覆，这一首有点复古，不预示下一首的套路，踩这hiphop的鼓点陪你跳恰恰舞,2015/8/4,23939,228
0,11986855,5426576,緑药,参加同学婚礼，俩人现场唱这首，感动[流泪][流泪][流泪][流泪],2014/11/3,39555,502
1,56800149,11824180,困分明,高二的时候有一个女汉子和闺密在班上练这首歌，顿时觉得想把她娶回家。高三毕业开始追求她，差不多三年吧，当时比较傻，还学了乐器把这首歌当成礼物送给她。结果还是被婉拒了。当时还是有机会的，只是由于各种原因没把握好。五年过去了，各种各样的女孩都接触过，还是没有一个女孩能让我想把她娶回家。,2015/3/3,20956,426
2,44097641,14529566,番茄酱在吗,今天突然听到这首歌，仿佛回到了几年前，想起了那个笨笨的善良的陈欣怡??,2015/4/7,17921,157
3,65777990,18462130,yoyo-Luffy,发现我的青春里到处都是陈乔恩,2015/5/16,15073,89
4,78931216,43368788,希贝儿Sibyl,当年阮经天还是小鲜肉[哀伤],2015/10/28,10010,58
0,3753139,6943983,贝西先生是萨玛不是三赛,[奸笑]当你的眼睛眯着笑，当你喝可乐可乐可乐可乐可乐还有王老吉…,2014/12/11,108872,280
1,104247967,70077311,BOBBYBOY,喜欢一个女孩就要好好学习，努力工作，买车买房。然后开着车拿着戒指到自己喜欢的女孩面前，这时候你就会发现，，，她儿子已经两岁了。。。。,2016/2/13,92952,610
2,29350488,9140433,安工大电车男,我问过自己有没有爱过你，可我不知道。只是那时候的难过是真的，吃醋是真的，心酸是真的，快乐是真的，眼泪是真的，想和你在一起一辈子也是真的。,2015/1/20,74546,167
3,63037859,192135634,喜欢一座山,今天她从我手上抢了我喝过的饮料，喝了一口说一句挺好喝的，那一瞬间我的心跳停止了好几秒，然后一直看着她.她问我干嘛？我说，那个...我喝过耶.她说这有什么，我在学校宿舍经常和女同学这样喝.我说可我是男的.她草率回一句...哦！她一脸不在乎的样子，我却坠入爱河不能自拔...好喜欢你，知道不知道,2016/8/1,42058,347
4,96818282,141991651,Denity丶灵药,备胎？明明是一群温柔、体贴又痴情的、本来应该被善待的人，却要用这么刺眼的词来形容,2016/4/15,33001,217
0,396591640,1437175095,帐号已注销,"""你想过一个家的样子吗?那里有我们共同挑选的沙发和地毯也有可以喝酒吹风的露台厨房里咕嘟咕嘟的炖着我给你煲的汤猫就懒洋洋的趴在椅子上天渐渐黑了我站在落地窗前看着这个城市温暖的灯光突然门响了你张开双臂笑着说我回来了我跑过去抱住你就像抱住了整个世界""所以快把我宠坏叭～",2019/3/31,44808,758
1,1574748438,1458567251,_重度拖延症患者_,间歇性想谈恋爱习惯性想单身。,2019/4/20,43244,907
2,336769469,1450537946,鱼鱼鱼鱼uu_,如果能在夏天的傍晚时，急匆匆扒掉一碗饭后换上漂亮的连衣裙，随后去见一个喜欢的人。和他一起走在安静的巷子里，或是热闹的夜市里，那时候一定连晚风都是无比温柔的。,2019/4/13,25234,372
3,454963483,1452569397,今晚记得梦到我,我对先生何止钟意二字,2019/4/14,19840,182
4,455707321,1456332132,-对我心动--,有些人表面上谈过一些恋爱但没有一次被好好爱过,2019/4/18,14139,282
0,341806589,425183068,南风知我意Your,捡子说:“我一定要对她负责。”“为了她，我可以重新戴上脸谱，不惜杀人。”“如果唐印有什么闪失，我一定让整个南岛的警察为她陪葬。”“你不用来到我的世界，而是我会去你的世界。”唐印说:“你给不了我想要的安全感，我也给不了你想要的未来。”捡子说:“我的未来就是和你在一起。”《寒武纪》,2017/6/1,109839,491
1,133793099,427009935,别找了不会有的,“除了唐印，我不会娶任何人，哪怕是做戏。”“你不要来我的世界，让我去你的世界”“我的美好未来就是和你在一起”“我不想再等了，唐印，我爱你。”“我会对你负责的。”“包养你。”“不明显，还叫耍流氓么？”“谁敢拦我，后果自负！”“我会一直陪着你的。”“我就喜欢。”,2017/6/3,53858,72
2,72636728,427904876,1脸尴尬,哎，听过一个成语，叫百步穿杨吗?,2017/6/4,46794,340
3,367806116,427240134,我不想听你的故事啊,就我一个人觉得锁头这个形象也很棒吗？,2017/6/3,41105,321
4,36541848,426883846,颖啊颖啊Chai,不记得第几集了，唐印冒雨出去，捡子把外套披在她身上陪着唐印淋雨，李警官看见后，给唐印撑了把伞！你喜欢陪你淋雨的，还是给你打伞的！我的答案是想要有人陪我淋雨，但是现实告诉我我需要伞！,2017/6/3,37663,175
0,637592266,1310664288,鹿头LuTo,所爱隔山海，山海不可平；海有舟可渡，山有路可行；此爱翻山海，山海皆可平。,2018/11/27,70517,746
1,343064167,1311301684,星星不是你的,“我是真的真的真的真的真的真的很喜欢你。但我也真的真的真的真的该跟你说再见了。???”,2018/11/28,63748,814
2,510395398,1345811363,拿着六便士等月光,开头的对白来自电影《once》（曾经）站在海边的那一段他留下一架钢琴給她她留下那句他没听懂的捷克语noorhotebbe（我爱的是你啊）,2019/1/3,37131,225
3,637592266,1330977827,鹿头LuTo,易平是山海，难平是人心,2018/12/18,18232,58
4,82754103,1311090716,BuzzySun,嚯嚯，这也太好听了8,2018/11/27,16895,137
0,88816870,1530886988,徐海俏,创作于低谷期的作品，送给所有正处在谷底的人们。生亦何欢，死亦何苦，喜乐悲愁，皆归尘土。,2019/6/21,148856,1590
1,1361156236,1630035864,ZhZi3,我一想到大家都会死我就原谅了所有人,2019/9/16,82142,1285
2,7287593,2050742801,shaw寒,刚在一起的时候，建了这个歌单，想着我们结婚的时候挨个放过来，让亲友们见证我们的喜怒哀乐，四年半了，没想到这是第100首。我爱你，再见。,2019/12/16,64872,401
3,538393540,1530874092,叫我王勺子,大梦一场，万物成空。,2019/6/21,41370,82
4,338635393,1629887189,梅花便落了,《山月记》:"我深怕自己本非美玉，故而不敢加以刻苦琢磨，却又半信自己是块美玉，故又不肯庸庸碌碌，与瓦砾为伍。于是我渐渐地脱离凡尘，疏远世人，结果便是一任愤懑与羞恨日益助长内心那怯弱的自尊心。",2019/9/16,40386,360
0,1438276683,1564766630,盼你温柔,'望有一日，你背着画板我背着你，你画世界，我画你.'',2019/7/22,67089,396
1,630984560,1565188583,Koi_唐太阳,“女孩子三观要正啊，善良是来自骨子里的，而脸蛋仅能给予视觉上的舒服，不适合的圈子不要碰，要学着独立，好好生活，好好期待。”——《画》,2019/7/22,53462,322
2,1353077626,1564998021,帐号已注销,“你在黄昏寄一场梦给我满载相思的欢喜和宇宙的星辰你不是她们所说的温柔的人你是温柔本身”,2019/7/22,20543,56
3,248685507,1566837069,kakarotsss,她下个月8.19号就要结婚了，我喜欢了你7年，也还是没有结果呀。路明非，你能陪我去打爆她的婚车的车轴吗,2019/7/24,12897,527
4,112395584,1585509239,跑着去见爱,洗澡要放歌厕所带手机睡觉要侧面坐车要靠窗,2019/8/7,12613,536
0,32450874,1655084763,啟得兄本人,後生可谓，各位後生仔。加油！拼起来！[憨笑],2019/10/14,105206,881
1,276329496,1656153867,丫蛋蛋换个心情做自己,大家期待已久的《大田后生仔（加速版）》已经上线了，感谢厚爱！这次我和云村一起准备了5份价值1500元的荣耀平板电脑，会随机在评论区抽取5位宝宝送出，活动会在2019年10月22号开奖噢~,2019/10/16,96118,13114
2,287742806,1656242551,_最近胖了没有,自己想干什么就干什么，别让你这一辈子过的不快乐，你可只有一条命，没有什么对与错，也没有谁能对你指指点点，都是第一次做人。,2019/10/16,47007,775
3,1407747620,1656461400,小攀哟,当你越来越漂亮时，自然有人关注你。当你越来越有能力时，自然会有人看得起你。改变自己，你才有自信，梦想才会慢慢的实现。做最好的自己，懒可以毁掉一个人，勤可以激发一个人！,2019/10/16,34937,476
